pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
n,chamber.n.5,chamber.n.4,bedroom.n.1,chamber.n.4,02275625-n,06169255-n,a room used primarily for sleeping,a room used primarily for sleeping,a deliberative or legislative or administrative or judicial assembly,a deliberative or legislative or administrative or judicial assembly,1.0
n,chamber.n.3,chamber.n.4,chamber.n.3,chamber.n.4,02420363-n,06169255-n,a room where a judge transacts business,a room where a judge transacts business,a deliberative or legislative or administrative or judicial assembly,a deliberative or legislative or administrative or judicial assembly,1.0
v,engage.v.5,engage.v.1,betroth.v.1,prosecute.v.3,00601001-v,01618013-v,give to in marriage,"give to, in marriage",carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,1.0
v,engage.v.5,engage.v.2,betroth.v.1,absorb.v.8,00601001-v,00405557-v,give to in marriage,"give to, in marriage",engage or engross wholly,engage or engross wholly,1.0
v,engage.v.5,engage.v.7,betroth.v.1,engage.v.7,00601001-v,01618507-v,give to in marriage,"give to, in marriage","carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",1.0
v,engage.v.5,engage.v.3,betroth.v.1,hire.v.1,00601001-v,01641059-v,give to in marriage,"give to, in marriage",engage or hire for work,engage or hire for work,1.0
v,engage.v.5,engage.v.4,betroth.v.1,retain.v.4,00601001-v,01636055-v,give to in marriage,"give to, in marriage",ask to represent; of legal counsel,as to represent; of legal counsel,1.0
v,engage.v.5,engage.v.8,betroth.v.1,engage.v.8,00601001-v,01533348-v,give to in marriage,"give to, in marriage",hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.5,engage.v.9,betroth.v.1,lease.v.4,00601001-v,01512144-v,give to in marriage,"give to, in marriage",engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.5,engage.v.6,betroth.v.1,engage.v.6,00601001-v,00150163-v,give to in marriage,"give to, in marriage",get caught,get caught; as of gears,1.0
v,engage.v.5,engage.v.10,betroth.v.1,engage.v.10,00601001-v,01037711-v,give to in marriage,"give to, in marriage",keep engaged,keep engaged,1.0
v,engage.v.1,engage.v.2,prosecute.v.3,absorb.v.8,01618013-v,00405557-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,engage or engross wholly,engage or engross wholly,1.0
v,engage.v.1,engage.v.7,prosecute.v.3,engage.v.7,01618013-v,01618507-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",1.0
v,engage.v.1,engage.v.3,prosecute.v.3,hire.v.1,01618013-v,01641059-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,engage or hire for work,engage or hire for work,1.0
v,engage.v.1,engage.v.4,prosecute.v.3,retain.v.4,01618013-v,01636055-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,ask to represent; of legal counsel,as to represent; of legal counsel,1.0
v,engage.v.1,engage.v.8,prosecute.v.3,engage.v.8,01618013-v,01533348-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.1,engage.v.9,prosecute.v.3,lease.v.4,01618013-v,01512144-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.1,engage.v.6,prosecute.v.3,engage.v.6,01618013-v,00150163-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,get caught,get caught; as of gears,1.0
v,engage.v.1,engage.v.10,prosecute.v.3,engage.v.10,01618013-v,01037711-v,carry out or participate in an activity; be involved in,carry out or participate in an activity; be involved in,keep engaged,keep engaged,1.0
v,engage.v.2,engage.v.7,absorb.v.8,engage.v.7,00405557-v,01618507-v,engage or engross wholly,engage or engross wholly,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",1.0
v,engage.v.2,engage.v.3,absorb.v.8,hire.v.1,00405557-v,01641059-v,engage or engross wholly,engage or engross wholly,engage or hire for work,engage or hire for work,1.0
v,engage.v.2,engage.v.4,absorb.v.8,retain.v.4,00405557-v,01636055-v,engage or engross wholly,engage or engross wholly,ask to represent; of legal counsel,as to represent; of legal counsel,1.0
v,engage.v.2,engage.v.8,absorb.v.8,engage.v.8,00405557-v,01533348-v,engage or engross wholly,engage or engross wholly,hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.2,engage.v.9,absorb.v.8,lease.v.4,00405557-v,01512144-v,engage or engross wholly,engage or engross wholly,engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.2,engage.v.6,absorb.v.8,engage.v.6,00405557-v,00150163-v,engage or engross wholly,engage or engross wholly,get caught,get caught; as of gears,1.0
v,engage.v.2,engage.v.10,absorb.v.8,engage.v.10,00405557-v,01037711-v,engage or engross wholly,engage or engross wholly,keep engaged,keep engaged,1.0
v,engage.v.7,engage.v.3,engage.v.7,hire.v.1,01618507-v,01641059-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",engage or hire for work,engage or hire for work,1.0
v,engage.v.7,engage.v.4,engage.v.7,retain.v.4,01618507-v,01636055-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",ask to represent; of legal counsel,as to represent; of legal counsel,1.0
v,engage.v.7,engage.v.8,engage.v.7,engage.v.8,01618507-v,01533348-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.7,engage.v.9,engage.v.7,lease.v.4,01618507-v,01512144-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.7,engage.v.6,engage.v.7,engage.v.6,01618507-v,00150163-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",get caught,get caught; as of gears,1.0
v,engage.v.7,engage.v.10,engage.v.7,engage.v.10,01618507-v,01037711-v,"carry on (wars, battles, or campaigns)","as of wars, battles, or campaigns",keep engaged,keep engaged,1.0
v,engage.v.3,engage.v.4,hire.v.1,retain.v.4,01641059-v,01636055-v,engage or hire for work,engage or hire for work,ask to represent; of legal counsel,as to represent; of legal counsel,1.0
v,engage.v.3,engage.v.8,hire.v.1,engage.v.8,01641059-v,01533348-v,engage or hire for work,engage or hire for work,hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.3,engage.v.9,hire.v.1,lease.v.4,01641059-v,01512144-v,engage or hire for work,engage or hire for work,engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.3,engage.v.6,hire.v.1,engage.v.6,01641059-v,00150163-v,engage or hire for work,engage or hire for work,get caught,get caught; as of gears,1.0
v,engage.v.3,engage.v.10,hire.v.1,engage.v.10,01641059-v,01037711-v,engage or hire for work,engage or hire for work,keep engaged,keep engaged,1.0
v,engage.v.4,engage.v.8,retain.v.4,engage.v.8,01636055-v,01533348-v,ask to represent; of legal counsel,as to represent; of legal counsel,hire for work or assistance,"as of aid, help, services, or support",1.0
v,engage.v.4,engage.v.9,retain.v.4,lease.v.4,01636055-v,01512144-v,ask to represent; of legal counsel,as to represent; of legal counsel,engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.4,engage.v.6,retain.v.4,engage.v.6,01636055-v,00150163-v,ask to represent; of legal counsel,as to represent; of legal counsel,get caught,get caught; as of gears,1.0
v,engage.v.4,engage.v.10,retain.v.4,engage.v.10,01636055-v,01037711-v,ask to represent; of legal counsel,as to represent; of legal counsel,keep engaged,keep engaged,1.0
v,engage.v.8,engage.v.9,engage.v.8,lease.v.4,01533348-v,01512144-v,hire for work or assistance,"as of aid, help, services, or support",engage for service under a term of contract,engage in a commercial transaction,1.0
v,engage.v.8,engage.v.6,engage.v.8,engage.v.6,01533348-v,00150163-v,hire for work or assistance,"as of aid, help, services, or support",get caught,get caught; as of gears,1.0
v,engage.v.8,engage.v.10,engage.v.8,engage.v.10,01533348-v,01037711-v,hire for work or assistance,"as of aid, help, services, or support",keep engaged,keep engaged,1.0
v,engage.v.9,engage.v.6,lease.v.4,engage.v.6,01512144-v,00150163-v,engage for service under a term of contract,engage in a commercial transaction,get caught,get caught; as of gears,1.0
v,engage.v.9,engage.v.10,lease.v.4,engage.v.10,01512144-v,01037711-v,engage for service under a term of contract,engage in a commercial transaction,keep engaged,keep engaged,1.0
