pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,rest.n.5,rest.n.7,rest.n.5,rest.n.7,euphemisms for death (based on an analogy between lying in a bed and in a tomb),euphemisms for death (based on an analogy between lying in a bed and in a tomb),a musical notation indicating a silence of a specified duration,a musical notation indicating a silence of a specified duration,tf_idfBNC_filt.rest.n.5.txt,tf_idfBNC_filt.rest.n.7.txt,0.87457099350123
n,rest.n.6,rest.n.7,rest.n.6,rest.n.7,a support on which things can be put,a support on which things can be put,a musical notation indicating a silence of a specified duration,a musical notation indicating a silence of a specified duration,tf_idfBNC_filt.rest.n.6.txt,tf_idfBNC_filt.rest.n.7.txt,0.9855922698928756
n,contest.n.1,contest.n.2,contest.n.1,contest.n.2,an occasion on which a winner is selected from among two or more contestants,an occasion on which a winner is selected from among two or more contestants,a struggle between rivals,a struggle between rivals,tf_idfBNC_filt.contest.n.1.txt,tf_idfBNC_filt.contest.n.2.txt,0.8831896915638898
n,cake.n.1,cake.n.2,cake.n.1,patty.n.1,a block of solid substance (such as soap or wax),a block of soap or wax,small flat mass of chopped food,small flat mass of chopped food,tf_idfBNC_filt.cake.n.1.txt,tf_idfBNC_filt.patty.n.1.txt,0.9562921810646499
n,cake.n.1,cake.n.3,cake.n.1,cake.n.3,a block of solid substance (such as soap or wax),a block of soap or wax,made from or based on a mixture of flour and sugar and eggs,made from or based on a mixture of flour and sugar and eggs,tf_idfBNC_filt.cake.n.1.txt,tf_idfBNC_filt.cake.n.3.txt,0.8884863350092175
n,cake.n.2,cake.n.3,patty.n.1,cake.n.3,small flat mass of chopped food,small flat mass of chopped food,made from or based on a mixture of flour and sugar and eggs,made from or based on a mixture of flour and sugar and eggs,tf_idfBNC_filt.patty.n.1.txt,tf_idfBNC_filt.cake.n.3.txt,0.8916362330093801
n,scale.n.1,scale.n.7,scale.n.1,scale.n.6,an ordered reference standard,an ordered reference standard:,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.6.txt,0.82900863428267
n,scale.n.1,scale.n.2,scale.n.1,scale.n.2,an ordered reference standard,an ordered reference standard:,relative magnitude,relative magnitude,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.2.txt,0.8937910131731598
n,scale.n.1,scale.n.3,scale.n.1,scale.n.3,an ordered reference standard,an ordered reference standard:,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.3.txt,0.9543524553483411
n,scale.n.1,scale.n.4,scale.n.1,scale.n.8,an ordered reference standard,an ordered reference standard:,an indicator having a graduated sequence of marks,an indicator having a graduated sequence of marks,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.8.txt,0.9019165785655175
n,scale.n.1,scale.n.8,scale.n.1,scale.n.7,an ordered reference standard,an ordered reference standard:,a measuring instrument for weighing; shows amount of mass,an instrument for weighing; shows amount of mass,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.7.txt,0.8611598800291635
n,scale.n.1,scale.n.5,scale.n.1,scale.n.4,an ordered reference standard,an ordered reference standard:,a specialized leaf or bract that protects a bud or catkin,a specialized leaf or bract that protects a bud or catkin,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.4.txt,0.9903558880583516
n,scale.n.1,scale.n.9,scale.n.1,plate.n.13,an ordered reference standard,an ordered reference standard:,a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.plate.n.13.txt,0.9270677015155705
n,scale.n.1,scale.n.10,scale.n.1,scale.n.10,an ordered reference standard,an ordered reference standard:,a flattened rigid plate forming part of the body covering of many animals,a flattened rigid plate forming part of the body covering of many animals,tf_idfBNC_filt.scale.n.1.txt,tf_idfBNC_filt.scale.n.10.txt,0.76473703597404
n,scale.n.7,scale.n.2,scale.n.6,scale.n.2,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),relative magnitude,relative magnitude,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.2.txt,0.9757562678627821
n,scale.n.7,scale.n.3,scale.n.6,scale.n.3,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.3.txt,0.689389364787172
n,scale.n.7,scale.n.4,scale.n.6,scale.n.8,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),an indicator having a graduated sequence of marks,an indicator having a graduated sequence of marks,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.8.txt,0.9680130350556394
n,scale.n.7,scale.n.8,scale.n.6,scale.n.7,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),a measuring instrument for weighing; shows amount of mass,an instrument for weighing; shows amount of mass,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.7.txt,0.8526975468651486
n,scale.n.7,scale.n.5,scale.n.6,scale.n.4,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),a specialized leaf or bract that protects a bud or catkin,a specialized leaf or bract that protects a bud or catkin,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.4.txt,0.8111479179712134
n,scale.n.7,scale.n.9,scale.n.6,plate.n.13,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.plate.n.13.txt,0.9266978457095454
n,scale.n.7,scale.n.10,scale.n.6,scale.n.10,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),a series of notes differing in pitch according to a specific scheme (usually within an octave),a flattened rigid plate forming part of the body covering of many animals,a flattened rigid plate forming part of the body covering of many animals,tf_idfBNC_filt.scale.n.6.txt,tf_idfBNC_filt.scale.n.10.txt,0.9094757902015226
n,scale.n.2,scale.n.3,scale.n.2,scale.n.3,relative magnitude,relative magnitude,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.scale.n.3.txt,0.7662245468857302
n,scale.n.2,scale.n.4,scale.n.2,scale.n.8,relative magnitude,relative magnitude,an indicator having a graduated sequence of marks,an indicator having a graduated sequence of marks,tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.scale.n.8.txt,0.9734683691001031
n,scale.n.2,scale.n.8,scale.n.2,scale.n.7,relative magnitude,relative magnitude,a measuring instrument for weighing; shows amount of mass,an instrument for weighing; shows amount of mass,tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.scale.n.7.txt,0.8828877962943242
n,scale.n.2,scale.n.5,scale.n.2,scale.n.4,relative magnitude,relative magnitude,a specialized leaf or bract that protects a bud or catkin,a specialized leaf or bract that protects a bud or catkin,tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.scale.n.4.txt,0.8722218637359641
n,scale.n.2,scale.n.9,scale.n.2,plate.n.13,relative magnitude,relative magnitude,a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.plate.n.13.txt,0.9775040509211941
n,scale.n.2,scale.n.10,scale.n.2,scale.n.10,relative magnitude,relative magnitude,a flattened rigid plate forming part of the body covering of many animals,a flattened rigid plate forming part of the body covering of many animals,tf_idfBNC_filt.scale.n.2.txt,tf_idfBNC_filt.scale.n.10.txt,0.9264024452024675
n,scale.n.3,scale.n.4,scale.n.3,scale.n.8,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,an indicator having a graduated sequence of marks,an indicator having a graduated sequence of marks,tf_idfBNC_filt.scale.n.3.txt,tf_idfBNC_filt.scale.n.8.txt,0.8081999568702694
n,scale.n.3,scale.n.8,scale.n.3,scale.n.7,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,a measuring instrument for weighing; shows amount of mass,an instrument for weighing; shows amount of mass,tf_idfBNC_filt.scale.n.3.txt,tf_idfBNC_filt.scale.n.7.txt,0.8456096223024976
n,scale.n.3,scale.n.5,scale.n.3,scale.n.4,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,a specialized leaf or bract that protects a bud or catkin,a specialized leaf or bract that protects a bud or catkin,tf_idfBNC_filt.scale.n.3.txt,tf_idfBNC_filt.scale.n.4.txt,0.9776118187511702
n,scale.n.3,scale.n.9,scale.n.3,plate.n.13,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners),tf_idfBNC_filt.scale.n.3.txt,tf_idfBNC_filt.plate.n.13.txt,0.8459787548481535
n,scale.n.3,scale.n.10,scale.n.3,scale.n.10,the ratio between the size of something and a representation of it,the ratio between the size of something and a representation of it,a flattened rigid plate forming part of the body covering of many animals,a flattened rigid plate forming part of the body covering of many animals,tf_idfBNC_filt.scale.n.3.txt,tf_idfBNC_filt.scale.n.10.txt,0.6888767706541825
