Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,develop%2:36:09::,develop.v.13,develop.v.01,develop%2:36:01::,develop#v#13,develop#v#01,01613465-v,01723473-v,,generate gradually,,"make something new, such as a product or a mental or artistic creation",not-merged,develop#v#13-develop#v#01
v,develop%2:36:09::,develop.v.13,develop.v.12,develop%2:30:01::,develop#v#13,develop#v#12,01613465-v,00250394-v,,generate gradually,,cause to grow and differentiate in ways conforming to its natural development,not-merged,develop#v#13-develop#v#12
v,develop%2:36:09::,develop.v.13,develop.v.10,develop%2:30:00::,develop#v#13,develop#v#10,01613465-v,00248652-v,,generate gradually,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",not-merged,develop#v#13-develop#v#10
v,develop%2:36:09::,develop.v.13,develop.v.14,develop%2:30:10::,develop#v#13,develop#v#14,01613465-v,00538017-v,,generate gradually,,grow emotionally or mature,not-merged,develop#v#13-develop#v#14
v,develop%2:36:09::,develop.v.13,develop.v.09,develop%2:30:05::,develop#v#13,develop#v#09,01613465-v,00339027-v,,generate gradually,,be gradually disclosed or unfolded; become manifest,not-merged,develop#v#13-develop#v#09
v,develop%2:36:09::,develop.v.13,develop.v.03,develop%2:30:06::,develop#v#13,develop#v#03,01613465-v,00540164-v,,generate gradually,,gain through experience,not-merged,develop#v#13-develop#v#03
v,develop%2:30:04::,develop.v.06,develop.v.01,develop%2:36:01::,build_up#v#05,develop#v#01,00169066-v,01723473-v,,change the use of and make available or usable,,"make something new, such as a product or a mental or artistic creation",not-merged,build_up#v#05-develop#v#01
v,develop%2:30:04::,develop.v.06,develop.v.12,develop%2:30:01::,build_up#v#05,develop#v#12,00169066-v,00250394-v,,change the use of and make available or usable,,cause to grow and differentiate in ways conforming to its natural development,not-merged,build_up#v#05-develop#v#12
v,develop%2:30:04::,develop.v.06,develop.v.10,develop%2:30:00::,build_up#v#05,develop#v#10,00169066-v,00248652-v,,change the use of and make available or usable,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",not-merged,build_up#v#05-develop#v#10
v,develop%2:30:04::,develop.v.06,develop.v.14,develop%2:30:10::,build_up#v#05,develop#v#14,00169066-v,00538017-v,,change the use of and make available or usable,,grow emotionally or mature,not-merged,build_up#v#05-develop#v#14
v,develop%2:30:04::,develop.v.06,develop.v.09,develop%2:30:05::,build_up#v#05,develop#v#09,00169066-v,00339027-v,,change the use of and make available or usable,,be gradually disclosed or unfolded; become manifest,not-merged,build_up#v#05-develop#v#09
v,develop%2:30:04::,develop.v.06,develop.v.03,develop%2:30:06::,build_up#v#05,develop#v#03,00169066-v,00540164-v,,change the use of and make available or usable,,gain through experience,not-merged,build_up#v#05-develop#v#03
v,develop%2:36:01::,develop.v.01,develop.v.12,develop%2:30:01::,develop#v#01,develop#v#12,01723473-v,00250394-v,,"make something new, such as a product or a mental or artistic creation",,cause to grow and differentiate in ways conforming to its natural development,not-merged,develop#v#01-develop#v#12
v,develop%2:36:01::,develop.v.01,develop.v.10,develop%2:30:00::,develop#v#01,develop#v#10,01723473-v,00248652-v,,"make something new, such as a product or a mental or artistic creation",,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",not-merged,develop#v#01-develop#v#10
v,develop%2:36:01::,develop.v.01,develop.v.14,develop%2:30:10::,develop#v#01,develop#v#14,01723473-v,00538017-v,,"make something new, such as a product or a mental or artistic creation",,grow emotionally or mature,not-merged,develop#v#01-develop#v#14
v,develop%2:36:01::,develop.v.01,develop.v.09,develop%2:30:05::,develop#v#01,develop#v#09,01723473-v,00339027-v,,"make something new, such as a product or a mental or artistic creation",,be gradually disclosed or unfolded; become manifest,not-merged,develop#v#01-develop#v#09
v,develop%2:36:01::,develop.v.01,develop.v.03,develop%2:30:06::,develop#v#01,develop#v#03,01723473-v,00540164-v,,"make something new, such as a product or a mental or artistic creation",,gain through experience,not-merged,develop#v#01-develop#v#03
v,develop%2:30:01::,develop.v.12,develop.v.10,develop%2:30:00::,develop#v#12,develop#v#10,00250394-v,00248652-v,,cause to grow and differentiate in ways conforming to its natural development,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",not-merged,develop#v#12-develop#v#10
v,develop%2:30:01::,develop.v.12,develop.v.14,develop%2:30:10::,develop#v#12,develop#v#14,00250394-v,00538017-v,,cause to grow and differentiate in ways conforming to its natural development,,grow emotionally or mature,not-merged,develop#v#12-develop#v#14
v,develop%2:30:01::,develop.v.12,develop.v.09,develop%2:30:05::,develop#v#12,develop#v#09,00250394-v,00339027-v,,cause to grow and differentiate in ways conforming to its natural development,,be gradually disclosed or unfolded; become manifest,not-merged,develop#v#12-develop#v#09
v,develop%2:30:01::,develop.v.12,develop.v.03,develop%2:30:06::,develop#v#12,develop#v#03,00250394-v,00540164-v,,cause to grow and differentiate in ways conforming to its natural development,,gain through experience,not-merged,develop#v#12-develop#v#03
v,develop%2:30:00::,develop.v.10,develop.v.14,develop%2:30:10::,develop#v#10,develop#v#14,00248652-v,00538017-v,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",,grow emotionally or mature,not-merged,develop#v#10-develop#v#14
v,develop%2:30:00::,develop.v.10,develop.v.09,develop%2:30:05::,develop#v#10,develop#v#09,00248652-v,00339027-v,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",,be gradually disclosed or unfolded; become manifest,not-merged,develop#v#10-develop#v#09
v,develop%2:30:00::,develop.v.10,develop.v.03,develop%2:30:06::,develop#v#10,develop#v#03,00248652-v,00540164-v,,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",,gain through experience,not-merged,develop#v#10-develop#v#03
v,develop%2:30:10::,develop.v.14,develop.v.09,develop%2:30:05::,develop#v#14,develop#v#09,00538017-v,00339027-v,,grow emotionally or mature,,be gradually disclosed or unfolded; become manifest,not-merged,develop#v#14-develop#v#09
v,develop%2:30:10::,develop.v.14,develop.v.03,develop%2:30:06::,develop#v#14,develop#v#03,00538017-v,00540164-v,,grow emotionally or mature,,gain through experience,not-merged,develop#v#14-develop#v#03
v,develop%2:30:05::,develop.v.09,develop.v.03,develop%2:30:06::,develop#v#09,develop#v#03,00339027-v,00540164-v,,be gradually disclosed or unfolded; become manifest,,gain through experience,not-merged,develop#v#09-develop#v#03
v,turn_around%2:30:00::,turn_around.v.03,turn_around.v.02,turn_around%2:30:12::,turn_around#v#03,turn_around#v#02,00202629-v,00203796-v,,get better,,cause to get better,not-merged,turn_around#v#03-turn_around#v#02
v,strike_out%2:41:00::,strike_out.v.03,strike_out.v.05,strike_out%2:30:03::,strike_out#v#03,strike_out#v#06,02504631-v,00342746-v,,be unsuccessful in an endeavor,,set out on a course of action,not-merged,strike_out#v#03-strike_out#v#06
n,grip%1:07:00::,grip.n.06,grip.n.04,grip%1:19:00::,grip#n#06,grip#n#04,05133651-n,11295187-n,,a firm controlling influence,,the friction between a body and the surface on which it moves (as between an automobile tire and the road),not-merged,grip#n#06-grip#n#04
v,repel%2:33:00::,repel.v.03,repel.v.01,repel%2:35:00::,repel#v#03,repel#v#01,01120433-v,01493261-v,,force or drive back,,cause to move back by force or influence,not-merged,repel#v#03-repel#v#01
n,authority%1:07:00::,authority.n.01,authority.n.03,authority%1:18:00::,authority#n#01,authority#n#03,05135263-n,09679495-n,,the power or right to give orders or make decisions,,an expert whose views are taken as definitive,not-merged,authority#n#01-authority#n#03
n,authority%1:07:00::,authority.n.01,authority.n.02,authority%1:18:01::,authority#n#01,authority#n#02,05135263-n,09679743-n,,the power or right to give orders or make decisions,,(usually plural) persons who exercise (administrative) control over others,not-merged,authority#n#01-authority#n#02
n,authority%1:07:00::,authority.n.01,authority.n.06,authority%1:07:02::,authority#n#01,authority#n#06,05135263-n,05115561-n,,the power or right to give orders or make decisions,,official permission or approval,merged,authority#n#01-authority#n#06
n,authority%1:07:00::,authority.n.01,authority.n.07,authority%1:10:00::,authority#n#01,authority#n#07,05135263-n,06325770-n,,the power or right to give orders or make decisions,,an authoritative written work,not-merged,authority#n#01-authority#n#07
n,authority%1:18:00::,authority.n.03,authority.n.02,authority%1:18:01::,authority#n#03,authority#n#02,09679495-n,09679743-n,,an expert whose views are taken as definitive,,(usually plural) persons who exercise (administrative) control over others,not-merged,authority#n#03-authority#n#02
n,authority%1:18:00::,authority.n.03,authority.n.06,authority%1:07:02::,authority#n#03,authority#n#06,09679495-n,05115561-n,,an expert whose views are taken as definitive,,official permission or approval,not-merged,authority#n#03-authority#n#06
n,authority%1:18:00::,authority.n.03,authority.n.07,authority%1:10:00::,authority#n#03,authority#n#07,09679495-n,06325770-n,,an expert whose views are taken as definitive,,an authoritative written work,not-merged,authority#n#03-authority#n#07
n,authority%1:18:01::,authority.n.02,authority.n.06,authority%1:07:02::,authority#n#02,authority#n#06,09679743-n,05115561-n,,(usually plural) persons who exercise (administrative) control over others,,official permission or approval,not-merged,authority#n#02-authority#n#06
n,authority%1:18:01::,authority.n.02,authority.n.07,authority%1:10:00::,authority#n#02,authority#n#07,09679743-n,06325770-n,,(usually plural) persons who exercise (administrative) control over others,,an authoritative written work,not-merged,authority#n#02-authority#n#07
n,authority%1:07:02::,authority.n.06,authority.n.07,authority%1:10:00::,authority#n#06,authority#n#07,05115561-n,06325770-n,,official permission or approval,,an authoritative written work,not-merged,authority#n#06-authority#n#07
a,green%3:00:00::,green.a.04,green.a.03,green%3:01:00::,green#a#03,green#a#02,01547304-a,03150417-a,,not fully developed or mature; not ripe,,concerned with or supporting or in conformity with the political principles of the Green Party,not-merged,green#a#03-green#a#02
a,faithful%3:00:01::,faithful.a.03,faithful.a.01,faithful%3:00:00::,faithful#a#03,faithful#a#01,01000102-a,00998389-a,,"not having sexual relations with anyone except your husband or wife, or your boyfriend or girlfriend",,steadfast in affection or allegiance,merged,faithful#a#03-faithful#a#01
v,hit%2:39:00::,hit.v.08,hit.v.02,hit%2:35:01::,hit#v#08,hit#v#02,02089273-v,01224611-v,,cause to experience suddenly,,hit against; come into sudden contact with,not-merged,hit#v#08-hit#v#02
v,hit%2:39:00::,hit.v.08,hit.v.03,hit%2:35:05::,hit#v#08,hit#v#03,02089273-v,01197815-v,,cause to experience suddenly,,"affect or afflict suddenly, usually adversely",not-merged,hit#v#08-hit#v#03
v,hit%2:35:01::,hit.v.02,hit.v.03,hit%2:35:05::,hit#v#02,hit#v#03,01224611-v,01197815-v,,hit against; come into sudden contact with,,"affect or afflict suddenly, usually adversely",not-merged,hit#v#02-hit#v#03
s,green%5:00:00:chromatic:00,green.s.01,green.s.05,green%5:00:00:ill:01,green#s#01,green#s#04,00398747-s,02628853-s,,of the color between blue and yellow in the color spectrum; similar to the color of fresh grass,,looking pale and unhealthy,not-merged,green#s#01-green#s#04
v,see%2:39:00::,see.v.01,see.v.11,see%2:41:11::,see#v#01,see#v#11,02109658-v,02464425-v,,perceive by sight or have the power to perceive by sight,,go to see for professional or business reasons,not-merged,see#v#01-see#v#11
v,see%2:39:00::,see.v.01,see.v.12,see%2:41:12::,see#v#01,see#v#12,02109658-v,02464609-v,,perceive by sight or have the power to perceive by sight,,go to see for a social visit,not-merged,see#v#01-see#v#12
v,see%2:39:00::,see.v.01,see.v.18,see%2:31:08::,see#v#01,see#v#18,02109658-v,00695592-v,,perceive by sight or have the power to perceive by sight,,deliberate or decide,not-merged,see#v#01-see#v#18
v,see%2:39:00::,see.v.01,see.v.05,see%2:31:00::,see#v#01,see#v#05,02109658-v,00682517-v,,perceive by sight or have the power to perceive by sight,,deem to be,not-merged,see#v#01-see#v#05
v,see%2:41:11::,see.v.11,see.v.12,see%2:41:12::,see#v#11,see#v#12,02464425-v,02464609-v,,go to see for professional or business reasons,,go to see for a social visit,merged,see#v#11-see#v#12
v,see%2:41:11::,see.v.11,see.v.18,see%2:31:08::,see#v#11,see#v#18,02464425-v,00695592-v,,go to see for professional or business reasons,,deliberate or decide,not-merged,see#v#11-see#v#18
v,see%2:41:11::,see.v.11,see.v.05,see%2:31:00::,see#v#11,see#v#05,02464425-v,00682517-v,,go to see for professional or business reasons,,deem to be,not-merged,see#v#11-see#v#05
v,see%2:41:12::,see.v.12,see.v.18,see%2:31:08::,see#v#12,see#v#18,02464609-v,00695592-v,,go to see for a social visit,,deliberate or decide,not-merged,see#v#12-see#v#18
v,see%2:41:12::,see.v.12,see.v.05,see%2:31:00::,see#v#12,see#v#05,02464609-v,00682517-v,,go to see for a social visit,,deem to be,not-merged,see#v#12-see#v#05
v,see%2:31:08::,see.v.18,see.v.05,see%2:31:00::,see#v#18,see#v#05,00695592-v,00682517-v,,deliberate or decide,,deem to be,not-merged,see#v#18-see#v#05
n,feeling%1:03:00::,feeling.n.01,feeling.n.04,feeling%1:09:01::,feeling#n#01,feeling#n#04,00025099-n,05651196-n,,the experiencing of affective and emotional states,,a physical sensation that you experience,merged,feeling#n#01-feeling#n#04
s,cool%5:00:00:unqualified:02,cool.s.05,cool.s.06,cool%5:00:00:fashionable:00,cool#s#05,cool#s#06,01982882-s,01011167-s,,(used of a number or sum)  without exaggeration or qualification,,fashionable and attractive at the time; often skilled or socially adept,not-merged,cool#s#05-cool#s#06
s,cool%5:00:00:unqualified:02,cool.s.05,cool.s.02,cool%5:00:00:composed:00,cool#s#05,cool#s#02,01982882-s,00557307-s,,(used of a number or sum)  without exaggeration or qualification,,marked by calm self-control (especially in trying circumstances); unemotional,not-merged,cool#s#05-cool#s#02
s,cool%5:00:00:fashionable:00,cool.s.06,cool.s.02,cool%5:00:00:composed:00,cool#s#06,cool#s#02,01011167-s,00557307-s,,fashionable and attractive at the time; often skilled or socially adept,,marked by calm self-control (especially in trying circumstances); unemotional,merged,cool#s#06-cool#s#02
n,mouth%1:08:00::,mouth.n.02,mouth.n.01,mouth%1:08:01::,mouth#n#02,mouth#n#01,05238813-n,05239404-n,,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening,,the opening through which food is taken in and vocalizations emerge,merged,mouth#n#02-mouth#n#01
n,mouth%1:08:00::,mouth.n.02,mouth.n.03,mouth%1:17:01::,mouth#n#02,mouth#n#03,05238813-n,09228060-n,,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening,,an opening that resembles a mouth (as of a cave or a gorge),not-merged,mouth#n#02-mouth#n#03
n,mouth%1:08:00::,mouth.n.02,mouth.n.05,mouth%1:18:00::,mouth#n#02,mouth#n#05,05238813-n,10181387-n,,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening,,a person conceived as a consumer of food,not-merged,mouth#n#02-mouth#n#05
